ID,Position,State,City,Date,Rating,Title,Review,Pros,Cons
78054985,driver[former driver] (Former Employee) –  ,NA,indianapolis in,2014-10-02,1,poor management,They let people go without a just cause or reason.Would lie and tell you how much better everyone else was doing the same run and you would find out that was all a lie. Lot of carrot on a stick type management.Had older trucks and they would not fix the a/c in them when we had one of the hottest summers on record at the time.Said what a great job you were doing and how you came to bat for them when they needed a driver to cover an absent drivers route and never complained. Lots of petty rules that were almost more important than getting the load to the customer on time.The drivers were the fuse in the whole place . If anything went wrong it was the drivers fault reguardless.Slip seating and had co drivers looking for any reason to complain about other drivers to make themselves look good.Things such as got dirt on floor of truck cab or ate something  in cab that left a few crumbs even though you didnt have time to stop and eat on some of the schedules. I learned that no matter how you try in todays and their work enviroment you just a number and easily replaceable . High turnover. People came and went so much I didnt even try to learn their names anymore. They let some great skilled drivers go then wondered why no one wanted to stay or do anything extra.I was one of the few drivers that actually liked the place and now looking back i wouldnt  go back and put up with all i went through just to be cast aside and neither are the other drivers  from what I've seen in their ads for drivers.They had computer systems in the truck that always were acting up and would work for one driver  more... and not the next then they would blame it on the driver.They would have people riding around in cars trying to catch you doing something wrong. Saw people hiding  behind trailors  spying on the guy that fueled the trucks.  less,got to drive a truck,"too much to list, start with ryders management from top to bottom"
77525448,Driver (Former Employee) –  , IN,South Bend,2014-09-23,5,Productive place,GET dispatch and get loads delivered. If you have any issues with anything all you need to do is call in and someone will help you and not get yelled at or anything. good working environment.,NA,NA
77292297,driver (Current Employee) –  , oh,northwood,2014-09-17,4,northwood driver,Great place to work.management works well with any issues you may have.if you can't do this job probably shouldn't be in a tractor,great management.decent hourly pay.,lot of hours
74653006,Driver (Former Employee) –  , FL,Miami,2014-08-18,4,A good place to work and a good benefits,A typical start at 3:30 pm and end at 3:30 am. I learn that you had to keep up or you stood the chance of the load being late and every load after would be late also. the management on night shifts was excellent and the crew on nights were good as well. The hardest part of the job is when you first start on the job learning the location of each dealer and where the door is to deliver the parts to. The hardest  part of the yard work was learning were each trailer had to go and learning the routes and the times required for each trailer. The most enjoyable part of the job was when you were ahead.,A good place to work,Healthcare
71474207,Driver (Current Employee) –  , GA,Augusta,2014-06-04,3,Good Place work,Everyone is friendly. No complaints. A typical day at work is going to one location picking up a truck and driving it to another location. Most of the time I have someone following me in a chaser truck or I drive the chaser truck,Good place to work,I can only work only work 30hrs per week
70045718,Oil Field Hot Shot Driver (Former Employee) –  , NM,Artesia,2014-05-01,1,horrible,don't work here ever owner suckspay sucksno benefitsshop is nastylast resort if u need a job,none,everything
69265526,Driver (Former Employee) –  , AL,Prichard,2014-04-15,4,good company  pay was good  benefits was good,"ryder is a big company, I liked going to all the different places, and a lot of different product.",NA,NA
67571605,DRIVER (Current Employee) –  , NJ,Lumberton,2014-03-16,5,Productive and great place to work in,Would recommend any current Commercial driver to obtain a job with this company.,NA,NA
67422600,Dedicated driver (Former Employee) –  , AZ,Tucson,2014-03-12,4,good place to work just wish that they had more bussiness in the area had two accts close on me,"great company  to work for long hour and steady work as long as they have the contracts. Hard to say about co-workers I was the only person on acct, and never met my superviser  face to face only on phone.",good pay and benefits,long hours
65626871,driver (Current Employee) –  ,NA,CA,2014-01-31,5,good place to work,"exercise, off load line haul, scan freight, lode vans. learned scanner and handheld computer. management, co-workers and myself are all learning a new system. making delivery windows is the hardest part of job",most part easy job,"work is slowing, getting sent home for lack of work sometimes"
65433163,Driver (Current Employee) –  , MI,Novi,2014-01-27,5,enjoyable and friendly place to work,Busyteamworksupportivefriendlydriving in rush hourseeing different people every day,job security,bad weather
64671161,Driver (Current Employee) –  , CA,Riverside,2014-01-10,1,not fun can`t  advance,"start at 7 pm I'm a drop and hook driver with no extra work available even when asking (begging)poor management , the best thing about Ryder is my co workers  they are great bunch of people,",discount on buying a car,No Incentives for doing A good job.
63515460,Transfer Driver (Former Employee) –  , MO,St. Louis,2013-12-17,2,Part time Only,The job was a cool job to have if you are looking for a part time job that does not pay a lot. Everyone that I worked with was cool and understanding but the pay sucks.,Cool Management team,Low Pay
63331864,AZ Driver (Former Employee) –  , ON,Pickering,2013-12-16,5,Stayed busy all day delivering parcels to various companies.,Pick up and deliver parcels to various companies as efficient as possible.On this job i learned how to deal with people and problems as calmly as possible.I got along well with all my co-workers fine as well as my management team.The hardest part of the job would be dealing with winter driving conditions and other drivers on the road.The most enjoyable thing about this job was doing the best i could and keeping my customers happy.,NA,NA
61542323,Driver (Current Employee) –  ,NA,OH,2013-11-09,5,Good place to work,"Safe working environment , never any pressure to do something you feel is unsafe.",always someone to go to with any question you may have,NA
61001677,drive sq d ... erlanger (Current Employee) –  ,NA,erlanger...hebrin,2013-10-29,1,horrible,"Hired on one account ... they knew they would were lossing.  Then transfered me to an account that required a 200.00 a week paycut and increased my hours from 48 a week to well over 65.  Never missed work always dd what I was told and after a year and a half of being dispatched via text they suddenly stopped after I took off 3 days. Didn't know what was going on and after two days finally got ahold of someone and was told that I abandoned my job because I didn't call them after my time off??? Never had to before after any other vac days.  They don't follow there own policies, ask you to do illegal stuff on a weekly basis, and are all around horrible.  I never knew who my boss was, answered to 5 or 6 different people.  The management lies and is generally untrustworth, care little for the drivers.....flat out bad company to work for, beware","consant work, will drive you into the dirt","shady management, one sided company policies, care little for drivers or their own selves"
59057384,Driver (Current Employee) –  ,NA,Stockton,2013-10-06,1,No quality of life.,"Hours suck, leadership is a joke, no help at all but they are right there to find a way to write you up. Ive never been written up but very high turnover for both management & truck drivers. Pay is good but job absolutely sucks and you don't get any quality of life. Very high turnover!",Good Pay,"Long hours, no leadership."
58436796,driver (Former Employee) –  ,NA,Orlando fl,2013-09-23,3,poor management (Driver),Company let me go because got sick and it was a safety issue on the other hand a manager told me he was going to make sure he cause problems for me,benefits& pay,management corrupted
57714234,Driver (Former Employee) –  , MI,Detroit,2013-09-12,4,job A great place to work.,"I would deliver freight in mich,and Canada.I learned team work with helpful coworkers. Management was always helpful. The most enjoyable part of the job---no touch freight.",Uniforms,Healthcare
51601024,Driver (Current Employee) –  , Fla,Tampa,2013-04-26,1,This company lies to you more that they tell the truth!!,"This is a warning to all the drivers in the Tampa Bay area to not go to work for Ryder ! . The managers are told to lie to the drivers and they do ! I work for them now and it is the biggest mistake I have ever made in my career ! My check changes every week.. they change the way they pay you every week and you cant take vacation when you have earned it ! When you call HR to complain you are told to contact your manager. When you contact your manager they tell you to go back to HR !! You cant access the employee manuel because it is constantly being revised.. so they can change the rules in midstream and not pay the drivers the time that they are owed. They are being sued currently for this very thing and have been sued in the past by drivers and lost in court.. at least the judges in these cases could see how corrupt Ryder is ! They dont care if you have been here 10 years .. 20 years.. no loyalty at all.. they will keep your vacation payr and not feel bad about it. The money that they dont pay you for your vacation goes into the managers pocket as a bonus.. be warned.. check this information out regarding the vacation pay for Ryder,, they also are putting cameras in our trucks in the next couple of weeks so they can watch the drivers constantly.. that way they wont have to pay safety bonuses out either.. more money in the managers pocket. I am writing this in hopes that another driver wont make this same mistake that I did. I have been here to long to get out.. but you can stop yourself from being put in the same position.. run away from this company and spread the word to  more... other drivers that you know so that wont apply here either. Last comment their benefits are horrible and expensive.. another reason not to work here !! By the way Google them.. there are stories about the drivers that have sued them for not paying vacation pay that was owed..  less",the drivers that i work with,everything that ryder stands for !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
50338410,Driver (Current Employee) –  , DE,Newark,2013-03-21,3,Life at Ryder,3am start timeLearned new roads to travelManagement is okCan trust 3 co workers out of 32hardest part of job is dealing with disgruntled postal employeesEnjoyable part of job is getting done early everyday,NA,NA
49818107,Driver (Current Employee) –  , FL,Miami,2013-03-15,3,It's not the company that you can count on,It's a company that will replace you and get someone else. They are all talk and i am not very impressed with Ryder. Other employees feel the same way as i do,you can make money,don't care
48033167,Driver (Current Employee) –  , CA,Stockton,2013-03-07,4,Fun job,Its a ok place to work management could be better great co-workers,NA,NA
45948320,Driver (Former Employee) –  , IN,Lafayette,2013-01-27,5,Best driving job i ever had.,"Great place to work, never had to worry about my check being wrong/short for the 1st time in 10 years of driving a semi.Dispatchers were good, i got along with them ok.There was ALOT of turnover in drivers and office staff. saw quite a few people come and go in 2 years thru transfers & well u know... getting fired.. ect.I liked being able to bid and know what i was going to be doing for the next month,if you dont like doing the same route everyday then this wont be for you,i personally loved it.95% of my co-workers were great but just like everywhere else there are always those few that have nothing better to do than stick their noses in everyone elses business, you know the type of people that start a sentence with ""they say"" or ""i heard""... as they drone on about things ""they heard"" people walk away... pathetic how people need that much attention.","paid on time, same route.",none for me really
45353211,Driver (Former Employee) –  , BC,Richmond,2013-01-23,5,Reception / credit collections,"Good company, flexible and good working environment. Fast paced environment and good staff.",NA,NA
44692484,Driver (Former Employee) –  , California,Fontana,2013-01-21,1,Ryder,From the very beginning this company start lying....Nothing they have promisd has been true .... They keep you going from account to account... With an all over the place schedule.... when I got on an account with a stable schedule I was asked to take a pay cut which I did not want to do so they gave my job away to another driver for less money. Things like this that goes to show that they do not value a drivers that works hard everyday and gets the job done the management sucks they are truly a professional. Also because of the craziness and the payment because of the craziness and the schedule... You do not get a full paycheck and they refuse to pay going rate or overtime,NA,untrustworthy liars
43226243,Transfer driver (Current Employee) –  , MS,Jackson,2013-01-13,4,Transfer driver is good part time job.,I work for Ryder as a part time transfer driver. It's a good part time job. They are very flexible for my off time.,very flexible,low milage pay
42901154,Driver (Former Employee) –  ,NA,Chattanooga TN,2013-01-03,1,Liars................................ run dont walk away from this scamming company !!!,Management are a bunch of liars. They dont pay you what you are told and they find reasons why you cant use your vacation. Google their name... been sued multiple times by former employees because they refused to give them their vacation time !!!!!!,a paycheck.. but it usually wasn't right !!!,the whole job.. liars
41670774,Driver (Former Employee) –  , CA,Woodland,2012-12-15,4,Great Company,"Had fun with coworkers, mgmt was fair minded. Safety is a top priorty. Pay was ok, but over all a pretty good experience.","coworkers, mgmt and safety program.",pay could be better
41007589,driver (Former Employee) –  ,NA,Chattanooga TN for VW,2012-12-12,1,Stray dogs are treated better.,"There is a reason there is constant turn over(130 drivers in 4 months). We have single guys like myself who need 40-50 hours a week and are forced to work 66+. Then there are people like my friend who need those hours and get 40-45. Essentially they give you what you don't need or want. You are talked to in an unprofessional manner up to and including profanity. You need a day off for court or personal issues forget it. Want your job, better come to work. If you are absolutely desperate and being homeless isn't an option then endure it until you find better. The pimp agency that does the initial hiring has become so desperate that they are now offering full benefits day one.","worked with some great drivers, nothing new.",everything else.
40416008,Driver Representative (Current Employee) –  ,NA,Moncton NB,2012-11-25,3,Excellent company,"Supervisors are great to deal with , customers are pleasant to work with as wellDue to restructuring, our jobs are no longer secure, so it is time to seek other optionI figure I should return to operating equiptment, and what better place would be then in Alberta.","hours are good, wages are satisfactory",the seurity doesn't seem to be there anymore.....
39888012,Driver (Former Employee) –  , AL,Dothan,2012-10-31,4,"Productive workplace, reasonable work schedule.",One of the best employers I have worked with. Plenty of work and time off at home. Wish outside conditions had not encouraged me to leave.,"paid layover expenses, good healthcare, home time off weekly",NA
39873156,Driving Loadmaster (Current Employee) –  , oh,groveport,2012-10-30,5,Good place to work,"Steady Company, good pay, and benefits. Fair management, good hours, and plenty of steady work. Good amount of payed time off and friendly co workers.",NA,NA
39760718,Driver (Former Employee) –  ,NA,Lansing mi,2012-10-25,1,8 hours of low pay and hard work,"Got hired and was never told that I would haveto push 1000 lb racks onto my trailer. Low starting rate and would have to be there for at least 2 years to reach a decent pay scale, but it still isn't worth all the work. They always have an ad on CL or indeed, monster, etc because no one stays long. High copays for mediocre insurance at best. Used to be a good company to work for, not anymore.",NA,too many to list here.
39251671,Driver (Former Employee) –  , IN,Indianapolis,2012-10-06,2,Poorly manageed,"Long hours for average pay, no advancement, unsafe conditions, DOT rule violations, no cares about employee's.",pay checks don't bounce.,"long hours, unsafe conditions, uncaring."
37307395,Transfer Driver (Former Employee) –  , NY,Farmingdale,2012-07-31,4,Productive and Real Fun Place to Work,"I have fun with all my co-workers, I learned the we can work like family, Management not that great but we pull the plug, my co-workers well the saying they i was like the Mayor everyone looks for me, They was nothing hard at this job,went i help on the fuel island was real nice.........",free lunch and free stoft for the hollydays,no overtime
37157889,Floater Driver (Former Employee) –  , MS,Jackson,2012-07-26,4,"Logistics delivering and pick-up of materials for Bell South company. Day, Night, with different size trucks and areas as a relief driver.",Loaded and unloaded truck for each route to be serviced. Filled out logs and run sheets while following DOT regulations. Made orders for their locations. Drove various size forklifts. Had little contact with management and co-workers. Adjusting to different and sudden work schedules was probably the most difficult part of the job.,got a lot of experience doing different job tasks.,away from home during the week.
36352526,Driver (Former Employee) –  , NY,Waverly,2012-06-28,3,Alot of promises not honored,Management needed to be more supportiveYou were in charge of your own fate as far as directions and other drivers for infoGood guys to work with fellow driversToughest part was doing the 5 boroughs and especially the BronxGuests treated better than the home team,guys that were around us,5 boroughs of nyc
35578099,Driver (Current Employee) –  , IN,Indianapolis,2012-05-31,5,Tough job but rewarding,Loved the aspect of being on the road and being my own boss. Minimal supervision. Pay could be better. Average benefits.,good supervisors who let you do your job,sub-par domicile facility for this account.
35120582,Driver (Former Employee) –  , MI,Kalamazoo,2012-05-17,3,People are not compensated fairly and equally,"12 hr. shiftalready knew the jobpoorokclimbing in aad out of truck, over 100 time a shiftslow times",NA,NA
34742715,Transfer Driver (Former Employee) –  , NJ,Moonachie,2012-05-14,5,Great Place to work,Great Job. The people were very nice and always wanting to help you,all,NA
33826327,Driver (Current Employee) –  , AL,Tuscaloosa,2012-04-05,5,most of the time it is a good place to work for and has well maintained equiment,"We haul for the Rite Aid account we unload at the stores and reload and do some back hauls, We are normally home daily. The only thing I dislike is that we are not making as much money as I need to.",NA,NA
33381285,driver (Former Employee) –  , pa,cranberry twp,2012-03-16,1,driver,"overall work was crazy you never new what u were doing. but the money was excellent, management makes and changes the rules on a whim",NA,NA
